,Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Address,Restaurant Rating,Restaurant Review,City,Province,Latitude,Longitude
4012,Wokey,['Casual Dining'],['Kopi'],['Indonesia'],80000,"Jl. Bintaro Utama Raya, Sektor 5 Blok ED 1 No. 6, Pondok Aren, Tangerang",3.3,18,Tangerang Selatan,Banten,-6.2701699999999985,106.730695
4013,D’Rempah Cafe & Resto,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Indonesia']",150000,"Ruko Plaza Amsterdam, Blok A No. 10, Jl. MH. Thamrin, Sentul City, Sentul, Bogor",3.6,14,Bogor Kabupaten,Jawa Barat,-6.568546,106.856826
4014,J-Sushi,['Casual Dining'],['Sushi'],['Jepang'],200000,"Pluit Village, Lantai 1, Jl. Pluit Indah Raya, Pluit, Jakarta",3.8,149,Jakarta Utara,DKI Jakarta,-6.1163738459,106.789463348
4015,Nasi Uduk Encim Sukaria,['Kaki Lima'],['Kopi'],['Indonesia'],70000,"Jl. KH. Soleh Ali No. 90, Kec. Tangerang, Tangerang",3.6,18,Tangerang Kota,Banten,-6.183572,106.634407
4016,Merak Kitchen,['Quick Bites'],['Kopi'],"['Sunda', 'Indonesia', 'Barat']",100000,"Jl. Merak No. 15, Tanah Sareal, Bogor",3.1,11,Bogor Kota,Jawa Barat,-6.5715196672000005,106.80000744700001
4017,Mie Time,['Quick Bites'],['Bakmi'],['Indonesia'],70000,"Jl. Taman Enau, Blok L4 No. 34, Duren Sawit, Jakarta",4.2,168,Jakarta Timur,DKI Jakarta,-6.2392660000000015,106.935399
4018,Depokers Kopipark,['Quick Bites'],"['Kopi', 'Minuman']","['No Region', 'Indonesia']",70000,"Jl. Tole Iskandar No. 5, Sukmajaya, Depok",3.2,9,Depok,Jawa Barat,-6.4041510000000015,106.84202
4019,Choipam Siam 91,['Food Court'],['Kopi'],['Chinese'],50000,"Food Market Sunter, Jl. Danau Sunter Utara, Blok A3 No. 15, Sunter, Jakarta",3.8,16,Jakarta Utara,DKI Jakarta,-6.1408401321,106.85771618
4020,Kedai Cemara,['Quick Bites'],['Kopi'],"['Jawa', 'Indonesia']",80000,"Jl. Tanjung Duren Barat VI No. 29, Tanjung Duren, Jakarta",3.8,51,Jakarta Barat,DKI Jakarta,-6.1823425386,106.78178183700001
4021,Pondok Shantung,['Quick Bites'],['Kopi'],"['Indonesia', 'Chinese']",20000,"Jl. Sunter Karya Timur, Blok HA 5 No.7A, Sunter, Jakarta",2.9,29,Jakarta Utara,DKI Jakarta,-6.1427605712,106.872425079
4022,Restoran Sederhana Tanjung Duren,['Quick Bites'],['Kopi'],"['Indonesia', 'Padang']",120000,"Jl. Tanjung Duren Raya No. 54, Tanjung Duren, Jakarta",2.4,21,Jakarta Barat,DKI Jakarta,-6.173789651799999,106.785648241
4023,Coffee While Drilling,['Kafe'],"['Kopi', 'Minuman']",['No Region'],80000,"Jl. Tole Iskandar No. 6, Sukmajaya, Depok",3.7,16,Depok,Jawa Barat,-6.405342199,106.843461245
4024,Kedai Tjap Semarang,['Quick Bites'],['Kopi'],['Jawa'],100000,"Food Centrum, Lantai 1, Jl Griya Utama, Sunter, Jakarta",2.6,50,Jakarta Utara,DKI Jakarta,-6.141285,106.854435
4025,Bakmi Akin Bangka,['Quick Bites'],['Bakmi'],"['Bangka', 'Indonesia']",70000,"Jl. Tanjung Duren Raya No. 12, Tanjung Duren, Jakarta",2.8,8,Jakarta Barat,DKI Jakarta,-6.1799102515,106.783649995
4026,Bakso Malang Citra,['Quick Bites'],['Bakso'],"['Jawa', 'Indonesia']",60000,"Jl. Margonda Raya No. 515, Beji, Depok",4.0,77,Depok,Jawa Barat,-6.3613491335,106.833309419
4027,Vitamin+,['Kafe'],"['Kopi', 'Jus']",['Indonesia'],100000,"Ruby Commercial, Total Buah Segar, Blok TA No. 1, Jl. Boulevard Selatan, Bekasi Utara, Bekasi",3.8,8,Bekasi Kota,Jawa Barat,-6.2278796028,107.002509199
4028,Ambarsari Restaurant - Takes Mansion & Hotel,['Casual Dining'],['Kopi'],"['Barat', 'Indonesia']",250000,"Takes Mansion & Hotel, Lantai 2, Jl. Taman Kebon Sirih 1 No. 3-4, Tanah Abang, Jakarta",3.5,8,Jakarta Pusat,DKI Jakarta,-6.18366,106.820708
4029,Gareca,['Quick Bites'],['Bakmi'],['Medan'],150000,"Jl. Muara Karang Raya No. 34B, Muara Karang, Jakarta",3.5,13,Jakarta Utara,DKI Jakarta,-6.1171245890999995,106.78140129799999
4030,Bakmi Oukie SiBu,['Food Court'],['Bakmi'],"['Kalimantan', 'Indonesia']",70000,"Fresh Market, Jl. Pantai Indah Kapuk Boulevard No. 29 - 30, Pantai Indah Kapuk, Jakarta",3.4,27,Jakarta Utara,DKI Jakarta,-6.102995,106.741279
4031,Nasi Goreng Kebuli Bombom,['Kaki Lima'],['Kopi'],"['Arab', 'Indonesia']",80000,"Jl. Gandaria Tengah 1 No. 30, Gandaria, Jakarta",3.7,44,Jakarta Selatan,DKI Jakarta,-6.245114,106.789003
4032,Pondok Kepiting Asap,['Casual Dining'],['Seafood'],"['Asia', 'Indonesia']",250000,"Ruko Metro Sunter, Blok A3 No. 1-3, Jl. Danau Sunter Utara, Sunter, Jakarta",3.7,32,Jakarta Utara,DKI Jakarta,-6.137082,106.873703
4033,Castle 8,['Quick Bites'],['Makanan Jalanan'],"['Itali', 'Asia']",100000,"Ruko Venetta, Lantai 2, Jl. Margonda Raya No. 349, Beji, Depok 16420",3.9,61,Depok,Jawa Barat,-6.3736485,106.832369975
4034,Ku-Kai Restaurant,['Quick Bites'],['Kopi'],['Jepang'],100000,"Jl. Melawai 6 No. 6A, Melawai, Jakarta",3.5,6,Jakarta Selatan,DKI Jakarta,-6.2448824954,106.799412332
4035,Atas Genteng Resto,['Casual Dining'],['Kopi'],['Indonesia'],200000,"Jl. Raya Pajajaran No. 29, Bogor Tengah, Bogor",3.4,4,Bogor Kota,Jawa Barat,-6.596999,106.804922
4036,Nasi Campur 88 Pontianak,['Quick Bites'],['Kopi'],"['Kalimantan', 'Indonesia']",80000,"Loksem Pangeran Jayakarta JP - 19, Jl. Pangeran Jayakarta No. 34E, Sawah Besar, Jakarta",3.2,18,Jakarta Pusat,DKI Jakarta,-6.141277,106.826752
4037,New York Co-Working & Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Barat', 'Itali']",160000,"Rukan CBD, Blok L No. 5, Jl. Green Lake City Boulevard, Cipondoh, Tangerang",3.3,5,Tangerang Kota,Banten,-6.1845664865,106.697756946
4038,Bubur Hopeng,['Quick Bites'],['Bubur'],"['Medan', 'Singapura', 'Asia', 'Chinese']",120000,"Ruko Mitra 10, Jl. Boulevard Gading Serpong Blok M5 No. 47, Serpong Utara, Tangerang",3.6,9,Tangerang Kabupaten,Banten,-6.2503180386000015,106.62591364200001
4039,Hazel Brew Coffee,['Kafe'],"['Tea', 'Kopi', 'Minuman']","['No Region', 'Indonesia']",120000,"Jl. Melawai No. 21, Melawai, Jakarta",3.4,10,Jakarta Selatan,DKI Jakarta,-6.246084,106.79959
4040,Karamelo Coffee,['Kafe'],"['Kopi', 'Minuman']",['No Region'],100000,"Jl. Tomang Utara No. 19, Roxy, Jakarta",3.5,11,Jakarta Barat,DKI Jakarta,-6.16866,106.799566
4041,RM Prambanan,['Quick Bites'],['Kopi'],['Jawa'],150000,"Jl. Raya Pekayon No. 6A, Bekasi Selatan, Bekasi",3.6,27,Bekasi Kota,Jawa Barat,-6.26961,106.98185
4042,King Seafood,['Food Court'],['Seafood'],"['Asia', 'Indonesia', 'Chinese']",150000,"Ampera Food Garden, Jl. Ampera Raya No. 119, Cilandak, Jakarta",3.2,26,Jakarta Selatan,DKI Jakarta,-6.288879,106.817438
4043,Bloom  Ngopi,['Toko Minuman'],"['Kopi', 'Minuman']",['No Region'],50000,"Jl. Agung Tengah 2 No. 8, Sunter, Jakarta",3.4,7,Jakarta Utara,DKI Jakarta,-6.144014,106.867023
4044,Kwetiau Arang Sister,['Quick Bites'],['Bakmi'],['Chinese'],70000,"Jl. Kusuma, Blok C1C, Jelambar, Jakarta",3.9,43,Jakarta Barat,DKI Jakarta,-6.148016,106.780173
4045,Nasi Goreng Kebuli Mbah Suro Pakde,['Quick Bites'],['Kopi'],"['Jawa', 'Indonesia']",60000,"Jl. R.S. Fatmawati No. 11, Fatmawati, Jakarta",3.2,16,Jakarta Selatan,DKI Jakarta,-6.302448,106.79491000000002
4046,Batavia Koffie,"['Quick Bites', 'Kafe']",['Kopi'],"['Barat', 'Asia']",150000,"Jl. Kebagusan Raya No. 3, Jagakarsa, Jakarta",3.8,41,Jakarta Selatan,DKI Jakarta,-6.311675,106.826348
4047,Dhonika Eatery,['Casual Dining'],['Desserts'],"['Asia', 'Barat']",200000,"Jl. Pangeran Antasari No. 27, Cilandak, Jakarta",3.5,29,Jakarta Selatan,DKI Jakarta,-6.280437999999998,106.807527
4048,Central Park - Manhattan Hotel,['Casual Dining'],['Kopi'],"['Asia', 'Barat']",500000,"Manhattan Hotel, Lantai 3, Jl. Prof. Dr. Satrio, Kuningan, Jakarta 12950",3.3,25,Jakarta Selatan,DKI Jakarta,-6.2258631495,106.831125095
4049,Pawon Solo,['Casual Dining'],['Kopi'],"['Jawa', 'Indonesia']",150000,"Jl. Kemang Raya No. 75 B, Kemang, Jakarta",3.8,33,Jakarta Selatan,DKI Jakarta,-6.26844,106.81583899999998
4050,Raja Durian,['Dessert Parlor'],['Desserts'],['Indonesia'],120000,"Jl. Danau Sunter Utara Blok B No. 12A, Sunter, Jakarta",3.7,13,Jakarta Utara,DKI Jakarta,-6.1405024461,106.858911104
4051,Flying Pig,['Quick Bites'],['Kopi'],['Chinese'],100000,"Jl. Danau Agung 4 No. 6, Sunter, Jakarta",4.0,302,Jakarta Utara,DKI Jakarta,-6.144658335599999,106.867184042
4052,Wisata Malabar Coffee,['Kafe'],"['Tea', 'Kopi', 'Minuman']",['No Region'],60000,"Ruko Travalgar, Kota Wisata Cibubur, Jl. Boulevard Kota Wisata Blok SE-H No. 35, Jatisampurna, Bekasi",3.8,10,Bogor Kabupaten,Jawa Barat,-6.3677600885,106.956377551
4053,Segeer Bakery,['Toko Kue & Roti'],['Kue & Roti'],['No Region'],80000,"Jl. Arteri Kelapa Dua Raya No 1, Kebon Jeruk, Jakarta",3.1,17,Jakarta Barat,DKI Jakarta,-6.203608,106.769573
4054,Seruni Lounge - Ambhara Hotel,['Lounge'],['Snacks'],['Barat'],350000,"Ambhara Hotel, Jl. Iskandarsyah Raya No. 1, Melawai, Jakarta",2.9,9,Jakarta Selatan,DKI Jakarta,-6.2433847032,106.80329181200001
4055,Mie Aceh Setiabudi,['Quick Bites'],['Bakmi'],"['Aceh', 'Indonesia']",90000,"Jl. Setiabudi Tengah No. 5, Setiabudi, Jakarta",3.2,62,Jakarta Selatan,DKI Jakarta,-6.2095262596000005,106.826789304
4056,Lotus Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Asia', 'Barat', 'Indonesia']",150000,"Jl. Danau Bogor Raya, Blok D6 No. 12A, Bogor Timur, Bogor",3.1,10,Bogor Kota,Jawa Barat,-6.604646000000002,106.830001
4057,Soto Gebrak,['Quick Bites'],['Soto'],"['Jawa', 'Indonesia']",60000,"Jl. Setiabudi 2 No. 17, Setiabudi, Jakarta",2.6,76,Jakarta Selatan,DKI Jakarta,-6.2098722343,106.826047003
4058,Chinchilla,['Quick Bites'],['Desserts'],['Itali'],120000,"Grand Metropolitan Mall, Lantai 3, Jl. KH Noer Ali, Bekasi Selatan, Bekasi",3.9,83,Bekasi Kota,Jawa Barat,-6.24925,106.985036
4059,Rumah Makan Dan Pemancingan Warung Bambu,['Quick Bites'],['Kopi'],['Indonesia'],100000,"Jl. Masjid Pondok Sentul, Serpong, Tangerang",2.5,4,Tangerang Selatan,Banten,-6.330166,106.697865
4060,Meet Me At Meat,['Casual Dining'],"['Meat', 'Steak']",['Indonesia'],200000,"Jl. RC Veteran No. 11, Bintaro, Jakarta",3.7,22,Jakarta Selatan,DKI Jakarta,-6.273813,106.763713
4061,Ayam Goreng Kalasan Borobudur,['Quick Bites'],['Ayam'],"['Jawa', 'Indonesia']",80000,"Jl. Jelambar Baru Raya No. 39B, Jelambar, Jakarta",3.8,37,Jakarta Barat,DKI Jakarta,-6.155094999999998,106.789265
4062,Bebek Lalada,['Quick Bites'],['Bebek'],"['Jawa', 'Asia']",70000,"Jl. Pahlawan, Bekasi Timur, Bekasi",3.6,27,Bekasi Kota,Jawa Barat,-6.242555,107.026623
4063,Kavarna,['Quick Bites'],['Kopi'],['Indonesia'],150000,"Jl. Kemang Timur No. 88, Kemang, Jakarta",3.6,23,Jakarta Selatan,DKI Jakarta,-6.2734223826,106.821202598
4064,Batu Tulis Coffee Shop - Aston Bogor Hotel & Resort,['Casual Dining'],"['Kopi', 'Minuman']","['Indonesia', 'Itali', 'Barat', 'No Region', 'Asia']",450000,"Aston Bogor Hotel & Resort, Jl. Dreded Pahlawan, Bogor Selatan, Bogor",3.3,19,Bogor Kota,Jawa Barat,-6.636272999999999,106.795444
4065,Pempek Tjik Wan 96,['Quick Bites'],['Pempek'],['Palembang'],70000,"Komplek Green Ville, Blok AS No. 37C, Jl. Ratu Kemuning, Green Ville, Jakarta",3.2,5,Jakarta Barat,DKI Jakarta,-6.1695769999999985,106.770552
4066,Affogato,['Toko Minuman'],"['Kopi', 'Minuman']",['Indonesia'],75000,"Bintaro Plaza, Lantai 3, Jl. Bintaro Utama, Bintaro Sektor 3, Bintaro, Jakarta",3.3,7,Tangerang Selatan,Banten,-6.27291,106.741822
4067,Bakso Terasa Benhil,['Quick Bites'],"['Bakso', 'Bakmi']",['Indonesia'],80000,"Jl. Bendungan Hilir, Blok G2 No. 3A, Bendungan Hilir, Jakarta",3.2,29,Jakarta Pusat,DKI Jakarta,-6.2144748759000015,106.814532615
4068,BNB Terogong,['Quick Bites'],['Makanan Sehat'],['Indonesia'],110000,"Jl. Terogong Raya No. 28, Pondok Indah, Jakarta",3.8,35,Jakarta Selatan,DKI Jakarta,-6.282871,106.79155
4069,Orient Wu,['Casual Dining'],['Kopi'],"['Chinese', 'Asia']",300000,"Jl. Muara Karang, Blok G 6B No. 34, Muara Karang, Jakarta",3.1,18,Jakarta Utara,DKI Jakarta,-6.128406,106.79682
4070,Rokue Snack,['Kafe'],"['Kopi', 'Snacks', 'Kue & Roti']",['Indonesia'],120000,"Jl. Batu Tulis Raya No. 22H, Pecenongan, Jakarta",3.7,22,Jakarta Pusat,DKI Jakarta,-6.16338,106.823586
4071,Daily Brew Express,['Kafe'],"['Desserts', 'Kopi', 'Minuman']","['Asia', 'Indonesia']",100000,"Jl. Suryakencana No. 292, Bogor Tengah, Bogor",3.0,5,Bogor Kota,Jawa Barat,-6.6107070000000006,106.805236
4072,Shereen Cakes & Bread,['Toko Kue & Roti'],['Kue & Roti'],['No Region'],50000,"Ruko Daan Mogot Baru, Jl. Tampak Siring No. 11, Daan Mogot, Jakarta",3.7,5,Jakarta Barat,DKI Jakarta,-6.150457,106.715198
4073,HopeClat Kitchen & Tea  Room,['Casual Dining'],['Tea'],"['No Region', 'Barat', 'Indonesia']",220000,"Gedung Permata Kuningan, Lantai Ground, Jl. Kuningan Mulia No. 9C, Kuningan, Jakarta 12980",3.2,19,Jakarta Selatan,DKI Jakarta,-6.2126006934000015,106.83385927200001
4074,Tempat Ngupi,['Kafe'],['Kopi'],['Indonesia'],80000,"Jl. Anggrek, Blok H No. 4, Limo, Depok",3.7,4,Depok,Jawa Barat,-6.345784,106.779174
4075,GH Corner (Sentul),['Quick Bites'],['Kopi'],"['Malaysia', 'Timur Tengah', 'Indonesia', 'Barat']",150000,"Ruko Pasar Bersih, Blok B No. 7, Jl. Raya Babakan Madang, Sentul, Bogor",3.6,13,Bogor Kabupaten,Jawa Barat,-6.564784,106.861934
4076,Bakmie Amoy,['Quick Bites'],['Bakmi'],"['Indonesia', 'Chinese']",80000,"Gang Gloria, Jl. Pintu Besar Selatan, Kota, Jakarta",3.6,38,Jakarta Barat,DKI Jakarta,-6.141178,106.813791
4077,Soto Ambengan Pak Sadi,['Food Court'],['Soto'],"['Jawa', 'Indonesia']",50000,"Mall@Bassura City, Lantai 2, Eat & Eat, Jl. Jendral Basuki Rahmat No. 1, Jatinegara, Jakarta",2.8,4,Jakarta Timur,DKI Jakarta,-6.2240883309,106.877932325
4078,Urban Place Cafe & Resto,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Barat', 'Asia']",150000,"Komplek Bukit Gading Indah, Blok N 26-27, Jl. Gading Bukit Raya, Kelapa Gading, Jakarta",3.5,21,Jakarta Utara,DKI Jakarta,-6.1476844774,106.897920146
4079,Kopi Menantu Nusantara,['Quick Bites'],"['Kopi', 'Minuman']","['No Region', 'Indonesia']",150000,"Jl. Puspita Raya No. 1, Bintaro, Jakarta",3.3,47,Depok,Jawa Barat,-6.263628,106.756751
4080,Bakmie Loncat,['Quick Bites'],['Bakmi'],['Indonesia'],80000,"Jl. Sawah Lio 2 No. 6, Tambora, Jakarta",3.2,12,Jakarta Barat,DKI Jakarta,-6.146558,106.805883
4081,Da Tang,['Casual Dining'],['Kopi'],['Chinese'],200000,"Jl. Pecenongan No. 76, Pecenongan, Jakarta",2.9,7,Jakarta Pusat,DKI Jakarta,-6.163236,106.826695
4082,Kopiteria,['Kafe'],"['Kopi', 'Minuman']",['No Region'],80000,"Jl. Biru Laut Barat , Kelapa Gading, Jakarta 14240",4.0,71,Jakarta Utara,DKI Jakarta,-6.166256,106.90561
4083,Wj De Cafe,"['Quick Bites', 'Kafe']",['Makanan Jalanan'],"['No Region', 'Asia']",100000,"Komplek Taman Duta Mas, Jl. Kusuma 1A, Blok B6 No. 12A-14, Jelambar, Jakarta",3.3,34,Jakarta Barat,DKI Jakarta,-6.150056,106.779597
4084,Es Teler 2001 Khas Bangka,['Quick Bites'],['Kopi'],"['Bangka', 'Indonesia', 'Chinese']",80000,"Jl. Letjen Ibrahim Adjie No. 40, Bogor Barat, Bogor",3.4,12,Bogor Kota,Jawa Barat,-6.5832320000000015,106.769749
4085,Fat Meimei Toko Kue & Kedai Kopi,['Toko Kue & Roti'],"['Kopi', 'Minuman', 'Kue & Roti']",['No Region'],100000,"Jl. Jelambar Baru Raya No. 55C, Jelambar, Jakarta",3.9,13,Jakarta Barat,DKI Jakarta,-6.1549830000000005,106.78769
4086,Palm Cafe and Terrace - Aryaduta Lippo Village Hotel,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Indonesia', 'Barat']",300000,"Aryaduta Lippo Village Hotel, Jl. Jenderal Sudirman, Cibodas, Tangerang",3.2,16,Tangerang Kabupaten,Banten,-6.228105,106.603579
4087,Nasi Uduk OK,['Kaki Lima'],['Kopi'],"['Indonesia', 'Betawi']",70000,"Jl. Paus, Pulo Gadung, Jakarta",3.7,51,Jakarta Timur,DKI Jakarta,-6.195739,106.891312
4088,Hanei Shabu,['Casual Dining'],['Sushi'],"['Chinese', 'Indonesia', 'Jepang']",300000,"Pondok Indah Mall 2, Lantai 3, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",3.6,105,Jakarta Selatan,DKI Jakarta,-6.265037,106.784214
4089,Terasaki Cafe & Resto,['Kafe'],"['Kopi', 'Minuman']",['No Region'],80000,"Jl. Tomang Asli No. 24, Slipi, Jakarta",3.5,5,Jakarta Barat,DKI Jakarta,-6.1783199999999985,106.804189
4090,Kopi+Corner,['Kafe'],"['Tea', 'Kopi', 'Minuman']",['No Region'],150000,"Jl. Benda Raya No. 14E, Cilandak, Jakarta",2.5,21,Jakarta Selatan,DKI Jakarta,-6.2777218606,106.81569602299999
4091,Tugu Kunstkring Bread & Coffee Corner,"['Toko Kue & Roti', 'Kafe']","['Minuman', 'Desserts', 'Kopi', 'Kue & Roti']",['No Region'],80000,"Jl. Teuku Umar No. 1, Menteng, Jakarta",4.0,86,Jakarta Pusat,DKI Jakarta,-6.188833,106.833317
4092,Alpen Apple Pie,"['Toko Kue & Roti', 'Dessert Parlor']","['Desserts', 'Kue & Roti']",['Indonesia'],100000,"Jl. Radio Dalam Raya No. 15, Pondok Indah, Jakarta",3.6,26,Jakarta Selatan,DKI Jakarta,-6.2586783798,106.78943920799999
4093,Bakmi Salemba 43,['Quick Bites'],['Bakmi'],['Indonesia'],100000,"Jl. Salemba Tengah No. 45, Senen, Jakarta",3.2,5,Jakarta Pusat,DKI Jakarta,-6.193181196499999,106.85316246
4094,Nampan Bistro,['Casual Dining'],['Kopi'],"['Asia', 'Itali', 'Barat']",200000,"Jl. Raya Pasar Minggu No. 72, Pasar Minggu, Jakarta",3.7,55,Jakarta Selatan,DKI Jakarta,-6.267524,106.845522
4095,Kopi Tuli,['Toko Minuman'],"['Kopi', 'Minuman']",['No Region'],50000,"Kindo Square, Blok A No. 9, Jl. Duren Tiga Raya No. 101, Mampang Prapatan, Jakarta",3.7,10,Jakarta Selatan,DKI Jakarta,-6.254123,106.834328
4096,Bubur Ayam Apjay,['Kaki Lima'],"['Ayam', 'Bubur', 'Makanan Jalanan']",['Asia'],60000,"Jl. Panglima Polim Raya No. 22, Dharmawangsa, Jakarta",3.2,7,Jakarta Selatan,DKI Jakarta,-6.2500920726,106.79959673399999
4097,Rumah Makan Kalimantan,['Quick Bites'],['Kopi'],"['Kalimantan', 'Indonesia', 'Chinese']",80000,"Jl. Raya Pacet No. 24, Cisarua, Bogor",3.5,8,Cianjur,Jawa Barat,-6.742422,107.046695
4098,Teppan-Yaki Yoneboh,['Casual Dining'],['Kopi'],['Jepang'],150000,"Jl. Panglima Polim Raya, Melawai, Jakarta",3.7,9,Jakarta Selatan,DKI Jakarta,-6.2446871894000004,106.798310615
4099,Nasi Goreng Rawit,['Quick Bites'],['Kopi'],['Indonesia'],100000,"Jl. Daksa II No. 22, Senopati, Jakarta",3.2,27,Jakarta Selatan,DKI Jakarta,-6.2342688756,106.807074733
4100,Chinese Food & Seafood Garden,['Kaki Lima'],['Seafood'],"['Asia', 'Chinese']",100000,"Loksem Pecenongan, Jl. Pecenongan Raya No. 27-29, Pecenongan, Jakarta",3.7,12,Jakarta Pusat,DKI Jakarta,-6.165491,106.826492
4101,Pancong Radar,['Quick Bites'],['Makanan Jalanan'],['Indonesia'],50000,"Jl. Pondok Kelapa Raya, Blok A No. 8-9, Duren Sawit, Jakarta",2.6,8,Jakarta Timur,DKI Jakarta,-6.242247,106.926917
4102,Lesehan Merpati,['Quick Bites'],['Bakmi'],['Indonesia'],70000,"Jl. Merpati Raya No. 8, Ciputat, Tangerang",3.3,4,Tangerang Selatan,Banten,-6.300514,106.73205
4103,Teppanyaki Sakura,['Food Court'],['Kopi'],['Jepang'],100000,"Mall Ciputra, Lantai 6, Food Library, Jl. Arteri S. Parman, Grogol, Jakarta",3.7,6,Jakarta Barat,DKI Jakarta,-6.168495,106.786609
4104,Ikan Bakar Manado,['Quick Bites'],['Seafood'],"['Manado', 'Asia']",200000,"Jl. Bungur Besar No. 107, Kemayoran, Jakarta",3.5,30,Jakarta Pusat,DKI Jakarta,-6.1682823183,106.84259355
4105,Soto Bogor Pak Salam,['Kaki Lima'],['Soto'],"['Asia', 'Indonesia']",60000,"Jl. Siliwangi No. 298, Bogor Timur, Bogor",3.9,17,Bogor Kota,Jawa Barat,-6.610592622,106.80530179200001
4106,Pempek Sayangan,['Quick Bites'],['Pempek'],['Palembang'],80000,"Jl. Garuda No. 61, Kemayoran, Jakarta",3.0,19,Jakarta Pusat,DKI Jakarta,-6.1619472473000005,106.844596155
4107,RM Karya Bundo,['Quick Bites'],['Kopi'],['Padang'],50000,"Jl. Danau Sunter Utara, Sunter, Jakarta",3.8,41,Jakarta Utara,DKI Jakarta,-6.1377172786,106.872968226
4108,Oke Seafood,['Quick Bites'],['Seafood'],['Asia'],200000,"Jl. Kembangan Raya No. 15, Puri Indah, Jakarta",3.7,4,Jakarta Barat,DKI Jakarta,-6.184638,106.736974
4109,STiZ RESTO.,['Casual Dining'],['Pizza'],['Itali'],240000,"Ruko Newton Square, Blok U18 No.1 ,Legenda Wisata, Cibubur",3.6,21,Bogor Kabupaten,Jawa Barat,-6.391348980399999,106.94724865200001
4110,Meg's Grilled Cheese,['Quick Bites'],['Kopi'],"['Amerika', 'Barat']",70000,"Jl. Kecapi Raya No. 1, Jagakarsa, Jakarta",3.8,19,Jakarta Selatan,DKI Jakarta,-6.325892,106.822219
4111,Best Seafood Steam Hot Pot Restaurant,['Casual Dining'],"['Tea', 'Seafood']","['Asia', 'No Region', 'Chinese']",200000,"Apartemen Mediterania Gajah Mada, Jl. Gajah Mada No. 175, Gajah Mada, Jakarta",3.4,10,Jakarta Barat,DKI Jakarta,-6.14912,106.81581
4112,7 Sky Lounge - Teraskita Hotel managed by Dafam,"['Casual Dining', 'Lounge']",['Kopi'],"['Barat', 'Indonesia']",200000,"Teraskita Hotel managed by Dafam, Jl. MT. Haryono Kav. 10A, Kampung Melayu, Jakarta",3.1,21,Jakarta Timur,DKI Jakarta,-6.245561,106.874125
4113,Pondok Selera,['Quick Bites'],['Seafood'],['Indonesia'],100000,"Jl. A. Damyati No. 11, Kec. Tangerang, Tangerang",3.2,8,Tangerang Kota,Banten,-6.177792,106.631423
4114,Foodpact,['Quick Bites'],['Kopi'],['Asia'],120000,"Jl. Raya Kelapa Hybrida Blok QG 10 No. 17, Kelapa Gading, Jakarta",3.8,15,Jakarta Utara,DKI Jakarta,-6.1470477823000005,106.90685123200001
4115,In Tea Cafe,"['Toko Minuman', 'Kafe']","['Tea', 'Minuman']",['No Region'],70000,"Ruko Codorba, B16, Jl. Marina Raya, Pantai Indah Kapuk, Jakarta",3.5,13,Jakarta Utara,DKI Jakarta,-6.111227625800001,106.741876266
4116,SB Bintaro Tangcity,['Casual Dining'],['Kopi'],['Padang'],100000,"Tangerang City Mall, Ruko H17 Skandinavia Apartments & Commercial, Jl. Jendral Sudirman, Kec. Tangerang, Tangerang",3.5,23,Tangerang Kota,Banten,-6.195052,106.632725
4117,Sate Kuy,['Quick Bites'],['Satay'],['Indonesia'],100000,"Jl. Penjernihan II No. 4, Bendungan Hilir, Jakarta",3.5,15,Jakarta Pusat,DKI Jakarta,-6.2054052101999995,106.809486374
4118,Coffeine Coffee House,['Toko Minuman'],"['Kopi', 'Minuman']",['No Region'],50000,"Jl. Dr. Sukaman, Blok F1 No. 13, Cibodas, Tangerang",3.5,26,Tangerang Kabupaten,Banten,-6.220823,106.598535
4119,Pondok Aroma Laut,['Casual Dining'],['Seafood'],['Indonesia'],200000,"Jl. Cideng Timur No. 51, Tanah Abang, Jakarta",3.2,26,Jakarta Pusat,DKI Jakarta,-6.1722150000000005,106.811467
4120,Gen & Co,['Kafe'],"['Tea', 'Kopi']",['Indonesia'],60000,"Jl. Cempaka Putih Tengah Raya No. 35A, Cempaka Putih, Jakarta",3.3,11,Jakarta Pusat,DKI Jakarta,-6.1811308964,106.86798568799999
4121,miu Ishinabe,['Casual Dining'],['Kopi'],['Jepang'],250000,"Summitmas Tower, Lantai Ground, Jl. Jenderal Sudirman, SCBD, Jakarta",3.8,41,Jakarta Selatan,DKI Jakarta,-6.2267677214,106.80374141700001
4122,Natasha's Party Cakes,"['Toko Kue & Roti', 'Casual Dining', 'Kafe']","['Desserts', 'Kue & Roti']","['No Region', 'Barat', 'Indonesia', 'Itali']",220000,"Jl. KH Ahmad Dahlan No. 30A, Pondok Indah, Jakarta",4.0,53,Jakarta Selatan,DKI Jakarta,-6.248011,106.791925
