Restaurant Name,Restaurant Area,Restaurant Address,Latitude,Longitude,Province,City,District/Kecamatan
Syailendra Coffee Shop - Puri Mega Hotel,Cempaka Putih,"Puri Mega Hotel, Jl. Raya Pramuka No. 59, Cempaka Putih, Jakarta",-6.1940604923,106.861103139,DKI Jakarta,Jakarta Pusat,Cempaka Putih
Warung Petualang,Tebet,"Jl. Tebet Barat Dalam No. 20, Tebet, Jakarta",-6.2336800000000006,106.84651399999998,DKI Jakarta,Jakarta Selatan,Tebet
Gandasari Seafood,Tanjung Priok,"Jl. Bugis No. 17, Tanjung Priok, Jakarta",-6.1156537714,106.88997879600001,DKI Jakarta,Jakarta Utara,Tanjung Priok
Kopi Klinik,Tebet,"Jl. Tebet Barat 1 No. 2, Tebet, Jakarta",-6.230186,106.849519,DKI Jakarta,Jakarta Selatan,Tebet
Hua Shen,Mangga Besar,"THR Lokasari, Jl. Mangga Besar Raya, Mangga Besar, Jakarta",-6.147088,106.823582,DKI Jakarta,Jakarta Barat,Tamansari
Stop & Go,Beji,"Jl. Akses UI No. 88, Beji, Depok",-6.3539411156,106.837348155,Jawa Barat,Depok,Cimanggis
Che Hwa Vegetarian,Penjaringan,"Ruko Robinson, Jl. Raya Jembatan 2, Penjaringan, Jakarta",-6.141138815700001,106.792978048,DKI Jakarta,Jakarta Utara,Penjaringan
Bar & Ber,Kalimalang,"Jl. Swadaya Raya No. 337, Kalimalang, Jakarta",-6.247734,106.916716,DKI Jakarta,Jakarta Timur,Duren Sawit
Takaramono,Serpong Utara,"Ruko Paramount New Arcade, Blok C No. 8, Jl. Boulevard Raya, Serpong Utara, Tangerang 15810",-6.2447908415999995,106.624366007,Banten,Tangerang Kabupaten,Kelapa Dua
Resto Tigapuluh,Tebet,"Jl. Tebet Barat Dalam No. 30, Tebet, Jakarta",-6.234380000000002,106.846511,DKI Jakarta,Jakarta Selatan,Tebet
Fish Me,Kec. Tangerang,"Ruko Modernwalk, Blok MW No. 36, Jl. Hartono Raya, Kec. Tangerang, Tangerang",-6.199826,106.639244,Banten,Tangerang Kota,Tangerang
Soto dan Sop Betawi Bang Nawi,Sunter,"Jl. Danau Agung II Blok E3 No. 9C, Sunter, Jakarta 14350",-6.14536,106.861968,DKI Jakarta,Jakarta Utara,Tanjung Priok
Mie Keriting Luwes,Thamrin,"Jl. Kendal No.19A, Thamrin, Jakarta",-6.202375,106.824538,DKI Jakarta,Jakarta Pusat,Menteng
Bakso Daging Sapi Taman Solo,Cempaka Putih,"Jl. Cempaka Putih Raya No. 127, Cempaka Putih, Jakarta",-6.1766439627,106.872684583,DKI Jakarta,Jakarta Pusat,Cempaka Putih
Restaurant Karunia Baru,Bogor Timur,"Jl. Raya Pajajaran No. 50, Bogor Timur, Bogor",-6.610791118,106.811606325,Jawa Barat,Bogor Kota,Bogor Timur
Kedai Kopi Tjan,Medan Satria,"Ruko Asia Tropis, Blok AT17 No. 41, Jl. Harapan Indah, Medan Satria, Bekasi",-6.1749333114,106.97489652700001,Jawa Barat,Bekasi Kota,Medan Satria
Kedai Torang,Bekasi Selatan,"Rukan Grand Galaxy City, Blok RGG No. 13, Jl. Boulevard Raya, Bekasi Selatan, Bekasi",-6.273048,106.973093,Jawa Barat,Bekasi Kota,Bekasi Selatan
Gado Gado Kartika,Pondok Indah,"Pondok Indah Plaza 2, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",-6.286007,106.781852,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Kapyc Coffee,Senopati,"Jl. Senopati No. 3, Senopati, Jakarta 12110",-6.2316555158,106.810445934,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Empress China Bar,Serpong Utara,"JHL Solitaire Hotel, Jl. Gading Serpong Boulevard, Serpong Utara, Tangerang",-6.255654,106.620664,Banten,Tangerang Kabupaten,Kelapa Dua
Sapo Oriental,Serpong Utara,"Qbig Mall BSD City Lantai G No. 16, Jl. BSD Raya Utama, Serpong Utara, Tangerang",-6.284149,106.636519,Banten,Tangerang Kabupaten,Pagedangan
Dungeon Pool Lounge,Kemang,"Jl. Kemang Raya No.78-B, Kemang, Jakarta",-6.2693878196,106.815866343,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Kopi - Bos,Tebet,"Ruko Garuda, Jl. Asam Baris Raya No. 13C, Tebet, Jakarta",-6.226536,106.858946,DKI Jakarta,Jakarta Selatan,Tebet
Volks Kaffe,Jatinegara,"Jl.Cipinang Jaya AA No. B23, Jatinegara, Jakarta",-6.2222255148,106.884544976,DKI Jakarta,Jakarta Timur,Jatinegara
Ini Gelato,Sunter,"Jl. Taman Sunter Indah K1 No. 19, Sunter, Jakarta",-6.150676,106.878473,DKI Jakarta,Jakarta Utara,Tanjung Priok
HARRIS Cafe - HARRIS Hotel & Conventions Bekasi,Bekasi Utara,"Jl. Raya Bulevard Ahmad Yani Blok M, Bekasi Utara, Bekasi 17142",-6.2248899164,107.00160261200001,Jawa Barat,Bekasi Kota,Bekasi Utara
Terminal Ikan Resto,Kebayoran Lama,"Jl. Ciledug Raya No. 60, Kebayoran Lama, Jakarta",-6.237342,106.759629,DKI Jakarta,Jakarta Selatan,Pesanggrahan
The BAR Beerhouse and Restaurant,Sentul,"Taman Budaya, Jl. Siliwangi No. 73, Sentul City, Sentul, Bogor",-6.583699,106.882695,Jawa Barat,Bogor Kabupaten,Babakan Madang
Wine Cellar,Kelapa Gading,"Mall Kelapa Gading 5, Lantai Ground, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta",-6.1573811492,106.91007357,DKI Jakarta,Jakarta Utara,Kelapa Gading
D' Cost VIP,Tanah Abang,"Jl. Abdul Muis No. 14, Tanah Abang, Jakarta",-6.1720190000000015,106.821203,DKI Jakarta,Jakarta Pusat,Gambir
Oseki,Cengkareng,"Ruko Citra Garden 6, Blok H06A No.12, Jl. Citra Garden 6, Cengkareng, Jakarta",-6.1250479999000005,106.71056885200001,DKI Jakarta,Jakarta Barat,Kalideres
D'Consulate Lounge,Menteng,"Jl. KH. Wahid Hasyim No. 49-51, Menteng, Jakarta",-6.187487,106.828889,DKI Jakarta,Jakarta Pusat,Menteng
Bak Kut Teh 100,Kelapa Gading,"Jl. Boulevard Raya Blok WB 2 No. 10-11, Kelapa Gading, Jakarta",-6.163928,106.902905,DKI Jakarta,Jakarta Utara,Kelapa Gading
Juliet Coffee & Kitchen,Beji,"Jl. Margonda Raya, Beji, Depok",-6.3699032755,106.833856254,Jawa Barat,Depok,Beji
SAKA Kitchen,Serpong,"Jl. Ciater Raya No. 41, Serpong, Tangerang",-6.315289,106.702798,Banten,Tangerang Selatan,Serpong
Tsubohachi Izakaya Hokkaido,Sudirman,"Citywalk Sudirman, Lantai 1, Jl. KH Mas Mansyur, Sudirman, Jakarta",-6.2089349999999985,106.81812,DKI Jakarta,Jakarta Pusat,Tanah Abang
Affogato Coffee,Tebet,"Jl.Persada 1 No. 7, Tebet, Jakarta",-6.228827,106.845608,DKI Jakarta,Jakarta Selatan,Tebet
Ayam Goreng Aroma 3,Bogor Tengah,"Jl. Ceremai Ujung No. 13, Bogor Tengah, Bogor",-6.588589713099999,106.800871454,Jawa Barat,Bogor Kota,Bogor Tengah
Sop Konro Karebosi,Pantai Indah Kapuk,"Food Street PIK 2, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta",-6.0940430862,106.74276374200001,DKI Jakarta,Jakarta Utara,Penjaringan
Laughing Cow Beef Bar,Sudirman,"Citywalk Sudirman, Lantai Ground, Jl. KH Mas Mansyur, Sudirman, Jakarta",-6.2091652857,106.81848686100001,DKI Jakarta,Jakarta Pusat,Tanah Abang
Dapur Pos Resto,Serpong Utara,"Jl. Swadaya No.1, Paku Jaya, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15220",-6.236522,106.677379,Banten,Tangerang Selatan,Serpong Utara
Jung Coffee,Rawamangun,"Jl. Rawamangun Muka Barat I, Blok C No. 12, Rawamangun, Jakarta",-6.197654,106.880875,DKI Jakarta,Jakarta Timur,Pulogadung
Bakmi Asuk,Sunter,"Jl. Danau Sunter Utara Blok R No.59, Sunter, Jakarta",-6.13781,106.86743,DKI Jakarta,Jakarta Utara,Tanjung Priok
Aguan Chinese Food,Bogor Utara,"Komplek IPB Baranang Siang IV, Blok A No.26, Jl. Kol. Achmad Syam, Bogor Utara, Bogor",-6.591707,106.817046,Jawa Barat,Bogor Kota,Bogor Utara
Bogana Milka,Kelapa Gading,"Apartment Gading Mediterania, Tower A Ruko 2, Jl. Boulevard Bukit Gading Raya, Kelapa Gading, Jakarta",-6.163233999999999,106.892385,DKI Jakarta,Jakarta Utara,Kelapa Gading
Tamani Express,Senayan,"Plaza Senayan, Lantai 3, Food Court, Jl. Asia Afrika, Senayan, Jakarta",-6.2262361105999995,106.799434125,DKI Jakarta,Jakarta Pusat,Tanah Abang
Seeds Double Tree Coffee,Kelapa Gading,"15 Park, Jl. Kemang Raya No. 79, Jl. Kemang Raya No.76, RT.13/RW.2, Bangka, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",-6.2686592887,106.815518327,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Wine Cellar - The Dharmawangsa,Dharmawangsa,"The Dharmawangsa, Dharmawangsa Residence, Jl. Brawijaya Raya No. 26, Dharmawangsa, Jakarta",-6.2533522397,106.80530045100001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Waroeng Keboenkoe,Tapos,"Jalan Leuwinanggung, Jl. Desa, Leuwinanggung, Kec. Tapos, Kota Depok, Jawa Barat 16456",-6.414656,106.898858,Jawa Barat,Depok,Tapos
Q Billiard,Senayan,"Senayan City, Lantai Basement 2, Jl. Asia Afrika, Senayan, Jakarta",-6.226822049,106.79776076200001,DKI Jakarta,Jakarta Pusat,Tanah Abang
Bakso Kumis,Senopati,"Pujasera Blok S, Food Court, Jl. Birah 7, Senopati, Jakarta",-6.2369702113,106.815343648,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Ayam KuKuk,Cengkareng,"Ruko Taman Palem Lestari, Blok A5 No. 32, Jl. Taman Palem Lestari, Cengkareng, Jakarta",-6.1352151158,106.720542646,DKI Jakarta,Jakarta Barat,Cengkareng
Dapur Cikajang,Senopati,"Jl. Cikajang No. 55, Senopati, Jakarta",-6.2427791193,106.809909157,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Sud Stube,Lebak Bulus,"South Quarter, Jl RA Kartini No. 8, Lebak Bulus, Jakarta",-6.293904,106.784973,DKI Jakarta,Jakarta Selatan,Cilandak
Warkop Pancong,Cimanggis,"Jl. Akses UI, Cimanggis, Depok",-6.355017,106.847879,Jawa Barat,Depok,Cimanggis
Kafe Rute 15,Kec. Tangerang,"Jl. Kisamaun, Kec. Tangerang, Tangerang",-6.181495,106.630837,Banten,Tangerang Kota,Tangerang
Saung Fitri,Pancoran Mas,"Jl. Kartini No. 35, Pancoran Mas, Jakarta",-6.4089738827,106.81762956,Jawa Barat,Depok,Pancoran Mas
Yamien 88 Cijantung,Cijantung,"Jl. RA Fadillah Cijantung 3, Cijantung, Jakarta",-6.3255360000000005,106.845086,DKI Jakarta,Jakarta Timur,Pasar Rebo
Bakmi Atham,Mangga Besar,"Jl. Mangga Besar Raya No.91C, Mangga Besar, Jakarta",-6.148753,106.824759,DKI Jakarta,Jakarta Barat,Tamansari
Noni Deli Kitchen & Coffee,Sunter,"Jl. Agung Tengah 15 Blok I 11 No.11A, Sunter, Jakarta",-6.137153,106.863039,DKI Jakarta,Jakarta Utara,Tanjung Priok
Roemah Rempah,Senayan,"Plaza Senayan, Lantai 4, Jl. Asia Afrika, Senayan, Jakarta",-6.2255808454,106.800077855,DKI Jakarta,Jakarta Pusat,Tanah Abang
Bakmi Bangka Popo,Cipondoh,"Ruko Colosseum No. 23, Jl. Green Lake City Boulevard, Cipondoh, Tangerang",-6.1843561585,106.70720268,Banten,Tangerang Kota,Cipondoh
Churros,Kuningan,"Kuningan City, Lantai 3, Urbaneat, Jl. Prof Dr Satrio, Kuningan, Jakarta",-6.2248339221,106.829405799,DKI Jakarta,Jakarta Selatan,Setiabudi
MONOMANIA Coffee Roastery,Serpong Utara,"Ruko Mendrisio 3, Blok B No. 63, Jl. BSD Raya Utama, Serpong Utara,Tangerang 15334",-6.267949,106.630766,Banten,Tangerang Kabupaten,Pagedangan
Sate Maranggi - Tukang Masak,Pulo Gadung,"Jl. Raya Bekasi No.163, Pulo Gadung, Jakarta",-6.196516,106.905391,DKI Jakarta,Jakarta Timur,Cakung
