Restaurant Name,Restaurant Type,Cuisine Type,Restaurant Area,Restaurant Rating,Review Counts,Latitude,Longitude,Website,Restaurant Address,Price for 2,Additional Info
Terroir Coffee & Eats,Kafe,"['Steak', 'Itali', 'Indonesia', 'Kopi']",Dharmawangsa,4.1,161 Ulasan,-6.2398378449,106.815640702,"https://www.zomato.com/id/jakarta/terroir-coffee-eats-dharmawangsa
","Jl. Wijaya Timur I No. 6, Dharmawangsa, Jakarta",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Area Merokok', 'Di dalam ruangan', 'Ruang Sholat', 'Wifi Tersedia']"
SUPERGRAIN,Quick Bites,['Makanan Sehat'],Thamrin,4.2,187 Ulasan,-6.1838940000,106.823757000,"https://www.zomato.com/id/jakarta/supergrain-1-thamrin
","Grand Indonesia Mall, East Mall, Lantai 3A, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",Rp250.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pilihan Vegan', 'Ramah Vegetarian', 'Prasmanan']"
Tanoshi Sushi,Food Court,"['Jepang', 'Sushi']",Bintaro,3.2,6 Ulasan,-6.2721882882,106.755684614,"https://www.zomato.com/id/jakarta/tanoshi-sushi-bintaro
","D'Hoek, Jl. Bintaro Utama, Bintaro, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Brewed Garden,Toko Minuman,"['Kopi', 'Minuman']",Bendungan Hilir,Not Rated Yet,Not Reviewed Yet,-6.2029330000,106.805776000,"https://www.zomato.com/id/jakarta/brewed-garden-bendungan-hilir
","Jl. Penjernihan 1 No. 20, Bendungan Hilir, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
Padang Merdeka,Casual Dining,['Padang'],Kuningan,Not Rated Yet,TIdak cukup Ulasan,-6.2246097142,106.829614000,"https://www.zomato.com/id/jakarta/padang-merdeka-kuningan
","Kuningan City, Jl. Prof. DR. Satrio No. Kav 18, Kuningan, Jakarta",Rp200.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok']"
Gyu Katsu Nikaido,Casual Dining,['Jepang'],Pondok Aren,Not Rated Yet,TIdak cukup Ulasan,-6.2777280000,106.719853000,"https://www.zomato.com/id/jakarta/gyu-katsu-nikaido-1-pondok-aren-tangerang
","Transpark Bintaro, Lantai 2, Jl. Prof. DR. Satrio No. 5, Pondok Aren, Tangerang",Rp130.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Reservasi meja direkomendasikan']"
Bluefin Resto,Casual Dining,['Indonesia'],Bogor Timur,Not Rated Yet,Not Reviewed Yet,-6.6172515197,106.812621541,"https://www.zomato.com/id/jakarta/bluefin-resto-bogor-timur-bogor
","Jl. Sukasari 1, Bogor Timur, Bogor 16142",Rp200.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Ruang Pribadi Tersedia', 'Ruang Sholat']"
Cucurak Warung Sunda,Quick Bites,"['Sunda', 'Indonesia']",Tanah Sareal,3.0,14 Ulasan,-6.5808073291,106.796611435,"https://www.zomato.com/id/jakarta/cucurak-warung-sunda-tanah-sareal-bogor
","Jl. Pemuda No. 1, Tanah Sareal, Bogor",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Area Merokok', 'Ruang Sholat', 'Tempat duduk di luar', 'Di dalam ruangan']"
Kepiting Ngamprak,Quick Bites,['Seafood'],Kelapa Gading,Not Rated Yet,TIdak cukup Ulasan,-6.1640379457,106.903069652,"https://www.zomato.com/id/jakarta/kepiting-ngamprak-1-kelapa-gading
","Jl. Boulevard Raya, Blok WB 2 No. 17, Kelapa Gading, Jakarta",Rp200.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Fivesenses - Amaryllis Boutique Resort,Casual Dining,"['Asia', 'Barat']",Cisarua,Not Rated Yet,TIdak cukup Ulasan,-6.7106290000,106.955247000,"https://www.zomato.com/id/jakarta/fivesenses-amaryllis-boutique-resort-cisarua-bogor
","Amaryllis Boutique Resort, Jl. Raya Taman Safari, Tugu Selatan, Cisarua, Bogor",Rp450.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Bawa Pulang Tersedia', 'Hanya Bir', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Wifi Tersedia']"
Habitual Quench & Feed,Quick Bites,['Burger'],Senopati,Not Rated Yet,TIdak cukup Ulasan,-6.2328920000,106.813018000,"https://www.zomato.com/id/jakarta/habitual-quench-feed-senopati
","Graha Thoriq, Jl. Bakti I No.15, Senopati, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Havana,Casual Dining,"['Timur Tengah', 'Mediterania', 'Spanyol', 'Barat']",Pondok Indah,4.1,147 Ulasan,-6.2673478639,106.784110665,"https://www.zomato.com/id/jakarta/havana-pondok-indah
","Street Gallery, Lantai R, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",Rp500.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Alkohol Tersedia', 'Live Entertainment', 'Parkir Valet Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok']"
New Happy,Quick Bites,"['Asia', 'Barat']",Muara Karang,3.8,40 Ulasan,-6.1210090000,106.774942000,"https://www.zomato.com/id/jakarta/new-happy-1-muara-karang
","Jl. Pluit Karang Barat No. 4, Muara Karang, Jakarta",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Hang Tuah Kopi & Toastery,Casual Dining,"['Makanan Jalanan', 'Indonesia']",Kelapa Gading,4.1,58 Ulasan,-6.1515152989,106.890964172,"https://www.zomato.com/id/jakarta/hang-tuah-kopi-toastery-1-kelapa-gading
","Mall of Indonesia, Ruko Italian Walk, Blok B 43, Kelapa Gading, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Tempat duduk di luar', 'Area Merokok']"
Rumah Makan Kalimantan,Quick Bites,"['Bakmi', 'Kalimantan']",Serpong Utara,3.6,21 Ulasan,-6.2419360000,106.652830000,"https://www.zomato.com/id/jakarta/rumah-makan-kalimantan-serpong-utara-tangerang
","Ruko Alam Sutera Town Center, Blok 10F No. 8, Serpong Utara, Tangerang",Rp80.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bakmi Setiabudi,Quick Bites,['Bakmi'],Setiabudi,3.9,42 Ulasan,-6.2099715603,106.826858036,"https://www.zomato.com/id/jakarta/bakmi-setiabudi-setiabudi
","Jl. Setiabudi 2 No. 43, Setiabudi, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Djamal Portal,Casual Dining,['Seafood'],Serpong,3.8,55 Ulasan,-6.2797880000,106.662999000,"https://www.zomato.com/id/jakarta/djamal-portal-serpong-tangerang
","BSD Plaza, Lantai Ground, Jl. Raya Serpong, Sektor IV, Serpong Utara, Tangerang",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan']"
Oishii Altira,Casual Dining,['Jepang'],Sunter,4.0,124 Ulasan,-6.1517240000,106.885290000,"https://www.zomato.com/id/jakarta/oishii-altira-sunter
","Altira Business Park, Blok E1-2. Jl. Yos Sudarso Kav. 85, Sunter, Jakarta",Rp400.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Bawa Pulang Tersedia', 'Hanya Wine dan Bir', 'BYOB', 'Wifi Tersedia', 'Tempat duduk di luar', 'Area Merokok', 'Di dalam ruangan', 'Ruang Pribadi Tersedia', 'Reservasi meja direkomendasikan']"
Cibiuk,Quick Bites,['Sunda'],Bekasi Timur,3.0,18 Ulasan,-6.2450651364,107.004265710,"https://www.zomato.com/id/jakarta/cibiuk-bekasi-timur
","Jl. R. A. Kartini No. 113, Bekasi Timur, Bekasi",Rp170.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Wifi Tersedia']"
Bakso Aci Juara,Food Court,"['Makanan Jalanan', 'Indonesia']",Kelapa Gading,3.5,8 Ulasan,-6.1507576038,106.891774199,"https://www.zomato.com/id/jakarta/bakso-aci-juara-kelapa-gading
","Mall of Indonesia, Pasar MOI, Lantai Lower Ground, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Prasmanan', 'Di dalam ruangan']"
Coffeebeerian,Kafe,['Kafe'],Senopati,3.9,62 Ulasan,-6.2370898630,106.809189990,"https://www.zomato.com/id/jakarta/coffeebeerian-senopati
","Jl. Ciragil II No. 26, Senopati, Jakarta",Rp200.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Sarapan', 'Bawa Pulang Tersedia', 'Hanya Bir', 'Di dalam ruangan']"
Emji Coffee Bar Pluit,Kafe,"['Kopi', 'Tea', 'Desserts']",Penjaringan,3.6,8 Ulasan,-6.1263791134,106.788514852,"https://www.zomato.com/id/jakarta/emji-coffee-bar-pluit-penjaringan
","Jl. Pluit Selatan Raya Blok S No. 8A, Setelah Gedung Perwata Tower, RT.21/RW.6, Penjaringan, Jakarta",Rp200.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Sarapan', 'Bawa Pulang Tersedia', 'Hanya Bir', 'Area Merokok', 'Tempat duduk di luar', 'Ramah untuk Anak', 'Wifi Tersedia', 'Parkir Valet Tersedia', 'Desserts and Bakes', 'Di dalam ruangan', 'Ruang Sholat']"
Dapoer Aroma,Quick Bites,['Seafood'],Kelapa Gading,3.2,13 Ulasan,-6.1616702424,106.905166804,"https://www.zomato.com/id/jakarta/dapoer-aroma-kelapa-gading
","Jl. Kelapa Puan Raya Blok FY3 No. 5, Kelapa Gading, Jakarta Utara",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
Backyard Kitchen & Grill,Casual Dining,"['Barat', 'Kopi']",Cilandak,3.7,30 Ulasan,-6.2893600000,106.817524000,"https://www.zomato.com/id/jakarta/backyard-kitchen-grill-cilandak
","Jl. Ampera Raya No. 9, Cilandak, Jakarta",Rp400.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Area Merokok', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Brunch', 'Makan Dengan Grup']"
Weirdough Bakehouse,Toko Kue & Roti,['Kopi'],Dharmawangsa,3.5,15 Ulasan,-6.2539394809,106.801609732,"https://www.zomato.com/id/jakarta/weirdough-bakehouse-dharmawangsa
","Jl. Darmawangsa IX, Dharmawangsa, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes']"
Bakmi 8 Kursin,Quick Bites,['Bakmi'],Pondok Gede,4.0,116 Ulasan,-6.2631870000,106.911100000,"https://www.zomato.com/id/jakarta/bakmi-8-kursin-pondok-gede-bekasi
","Jl. Jatiwaringin Raya No. 73, Pondok Gede, Bekasi",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Ruang Sholat', 'Area Merokok', 'Di dalam ruangan', 'Tempat duduk di luar']"
"Santa 88 Cake, Bakery & Restaurant",Toko Kue & Roti,"['Casual Dining', 'Kue & Roti', 'Indonesia']",Senopati,3.6,65 Ulasan,-6.2396801988,106.812819019,"https://www.zomato.com/id/jakarta/santa-88-cake-bakery-restaurant-senopati
","Jl. Cipaku I No. 6, Senopati, Jakarta",Rp180.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Ramah untuk Anak', 'Ruang Pribadi Tersedia', 'Wifi Tersedia', 'Desserts and Bakes']"
Martabak Mertua,Quick Bites,"['Makanan Jalanan', 'Martabak']",Bekasi Selatan,3.6,7 Ulasan,-6.2593400000,106.968709000,"https://www.zomato.com/id/jakarta/martabak-mertua-bekasi-selatan-bekasi
","Jl. Taman Galaxy Raya, Blok H No. 24, Bekasi Selatan, Bekasi",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes']"
Kopi Ramu,Toko Minuman,"['Kopi', 'Cemilan', 'Minuman']",Pancoran Mas,3.3,4 Ulasan,-6.3902960000,106.813523000,"https://www.zomato.com/id/jakarta/kopi-ramu-pancoran-mas-depok
","Jl. Melati Raya No. 129A, Pancoran Mas, Depok",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Area Merokok', 'Di dalam ruangan', 'Ruang Sholat', 'Wifi Tersedia']"
Barata Coffee Shop - Aston Sentul Lake Resort & Conference Center,Casual Dining,"['Indonesia', 'Barat']",Sentul,3.6,23 Ulasan,-6.5865700000,106.882432000,"https://www.zomato.com/id/jakarta/barata-coffee-shop-aston-sentul-lake-resort-conference-center-sentul-bogor
","Aston Sentul Lake Resort & Conference Center, Jl. Pakuan No. 3, Sentul, Bogor",Rp400.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Sarapan', 'Bawa Pulang Tersedia', 'Alkohol Tersedia', 'Di dalam ruangan', 'Live Entertainment', 'Tempat duduk di luar', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Buffet']"
Global Cake & Bakery,Toko Kue & Roti,['Kue & Roti'],Medan Satria,2.9,9 Ulasan,-6.1826410000,106.988099000,"https://www.zomato.com/id/jakarta/global-cake-bakery-medan-satria
","Jl. Pejuang Jaya, Medan Satria, Bekasi",Rp40.000 untuk 2 orang (perkiraan),"['Sarapan', 'Hanya Bawa Pulang', 'Desserts and Bakes']"
Fe Cafe,Kafe,"['Casual Dining', 'Kopi', 'Asia', 'Barat']",Pluit,4.0,92 Ulasan,-6.1243922761,106.797503605,"https://www.zomato.com/id/jakarta/fe-cafe-1-pluit
","Jl. Pluit Timur L Barat No. 10, Pluit, Jakarta",Rp160.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Ramah untuk Anak', 'Wifi Tersedia']"
Parkiran Steak & Bar,Quick Bites,"['Steak', 'Barat']",Sunter,3.0,5 Ulasan,-6.1495950000,106.885960000,"https://www.zomato.com/id/jakarta/parkiran-steak-bar-sunter
","Jl. Mitra Sunter Bulevar No.3A, Sunter, Jakarta 14350",Rp300.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Bawa Pulang Tersedia', 'Alkohol Tersedia', 'Parkir Valet Tersedia', 'Live Music', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Live Entertainment', 'Di dalam ruangan', 'Ruang Pribadi Tersedia', 'Wifi Tersedia']"
Clairmont,Toko Kue & Roti,['Kue & Roti'],Serpong Utara,3.7,45 Ulasan,-6.2315930000,106.633677000,"https://www.zomato.com/id/jakarta/clairmont-serpong-utara
","Jl. Boulevard Raya, Blok BA 2 No. 30-31, Serpong Utara, Tangerang",Rp100.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes']"
BOJAK Coffee & Meal,Kafe,"['Kafe', 'Kopi', 'Tea']",Pondok Aren,3.6,81 Ulasan,-6.2803560000,106.714201000,"https://www.zomato.com/id/jakarta/bojak-coffee-meal-pondok-aren-tangerang
","Jl. Bintaro Utama 9 Blok J9 No. 1, Pondok Aren, Tangerang",Rp100.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan']"
Le Mint & Saffron,Casual Dining,"['Toko Kue & Roti', 'India Utara', 'India Selatan', 'Chinese', 'Kue & Roti', 'India']",Sunter,3.8,46 Ulasan,-6.1363688590,106.865847297,"https://www.zomato.com/id/jakarta/le-mint-saffron-1-sunter
","Jl. Sunter Garden, Blok D 8 No. 11 M-N, Sunter, Jakarta",Rp250.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Desserts and Bakes', 'Wifi Tersedia']"
Kedai Halaman,Quick Bites,"['Jawa', 'Indonesia']",Fatmawati,3.6,35 Ulasan,-6.2785050000,106.805100000,"https://www.zomato.com/id/jakarta/kedai-halaman-fatmawati
","Jl. Cipete Raya No. 4B, Fatmawati, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Wifi Tersedia', 'Di dalam ruangan']"
RM. Putri,Casual Dining,['Jawa'],Senopati,4.0,79 Ulasan,-6.2372661743,106.811023280,"https://www.zomato.com/id/jakarta/rm-putri-senopati
","Jl. Ciranjang No. 21, Senopati, Jakarta",Rp200.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Reservasi meja direkomendasikan']"
Angga Seafood,Quick Bites,['Seafood'],Sunter,3.3,56 Ulasan,-6.1381500000,106.870893000,"https://www.zomato.com/id/jakarta/angga-seafood-sunter
","Jl. Danau Sunter Utara, Blok J12 No. 14, Sunter, Jakarta",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
D'Savor,Quick Bites,"['Barat', 'Makanan Jalanan', 'Kopi', 'Indonesia']",Cibubur,3.1,19 Ulasan,-6.3469728430,106.873892583,"https://www.zomato.com/id/jakarta/dsavor-cibubur
","Jl. Raya Lapangan Tembak No. 11B, Cibubur, Jakarta",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Wifi Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Desserts and Bakes']"
Slice of Heaven,Casual Dining,"['Jepang', 'Itali']",Serpong,3.6,35 Ulasan,-6.3029790000,106.655207000,"https://www.zomato.com/id/jakarta/slice-of-heaven-serpong-tangerang
","Green Office Park BSD City, The Breeze, Jl. Grand Boulevard BSD,Serpong, Tangerang",Rp300.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']"
Stumpy Coffee,Toko Minuman,['Kopi'],Thamrin,4.0,50 Ulasan,-6.2017040000,106.823392000,"https://www.zomato.com/id/jakarta/stumpy-coffee-thamrin
","Jl. Blora No. 32, Thamrin, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Famili Ria,Casual Dining,"['Seafood', 'Chinese']",Sunter,3.8,76 Ulasan,-6.1372850000,106.870872000,"https://www.zomato.com/id/jakarta/famili-ria-sunter
","Ruko Taman Nyiur, Jl. Danau Sunter Utara, Blok M No. 37, Sunter, Jakarta",Rp250.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan']"
Monochrome Coffee Roastery,Kafe,"['Kopi', 'Barat']",Kemang,3.8,65 Ulasan,-6.2605600000,106.812252000,"https://www.zomato.com/id/jakarta/monochrome-coffee-roastery-1-kemang
","Lippo Mall Kemang, Avenue of The Star, Lantai Upper Ground, Jl. Pangeran Antasari, Kemang, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Wifi Tersedia', 'Di dalam ruangan', 'Area Merokok']"
De'Langit Rooftop Bar - Mercure Jakarta Cikini,Bar,['Cemilan'],Cikini,3.3,18 Ulasan,-6.1944391423,106.839324943,"https://www.zomato.com/id/jakarta/delangit-rooftop-bar-mercure-jakarta-cikini-cikini
","Mercure Jakarta Cikini, Jl. Cikini Raya No. 66, Cikini, Jakarta",Rp500.000 untuk 2 orang (perkiraan)dengan alkohol,"['Bawa Pulang Tersedia', 'Alkohol Tersedia', 'Live Entertainment', 'Di dalam ruangan', 'Menyediakan cocktail', 'Area Merokok', 'Kehidupan Malam', 'Live Music', 'Rooftop']"
Tinoor Asli Manado,Quick Bites,"['Manado', 'Indonesia']",Cikini,3.9,80 Ulasan,-6.1928878753,106.836330927,"https://www.zomato.com/id/jakarta/tinoor-asli-manado-cikini
","Jl. R.P. Soeroso No. 33A, Cikini, Jakarta",Rp180.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Louibelly,Quick Bites,['Chinese'],Kelapa Gading,3.9,38 Ulasan,-6.1707740000,106.899591000,"https://www.zomato.com/id/jakarta/louibelly-kelapa-gading
","Jl. Summagung 2, Blok J5 No. 4, East Kelapa Gading. Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia']"
Berrywell,Quick Bites,['Makanan Sehat'],Kelapa Gading,3.6,10 Ulasan,-6.1615395734,106.908533647,"https://www.zomato.com/id/jakarta/berrywell-kelapa-gading
","Jl. Kelapa Puan Timur 2 Blok NB 2 No. 1, Kelapa Gading, Jakarta",Rp150.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Parkir Valet Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']"
8 SPICES,Quick Bites,['Indonesia'],Cipondoh,3.7,56 Ulasan,-6.1856914566,106.704019233,"https://www.zomato.com/id/jakarta/8-spices-cipondoh-tangerang
","Ruko Cordoba, Blok E No. 51, Jl. Green Lake City Bouleverd, Cipondoh, Tangerang",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Warcon Warung Container,Quick Bites,"['Kopi', 'Makanan Cepat Saji']",Cilandak,Not Rated Yet,Not Reviewed Yet,-6.3021760000,106.794715000,"https://www.zomato.com/id/jakarta/warcon-warung-container-cilandak
","Jl. RS Fatmawati No. 12 A, Cilandak, Jakarta",Rp100 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Dinobites Cafe,Kafe,"['Kafe', 'Desserts']",Green Ville,4.1,191 Ulasan,-6.1654730000,106.771020000,"https://www.zomato.com/id/jakarta/dinobites-cafe-green-ville
","Jl. Gang Macan No. 102C, Green Ville, Jakarta",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes']"
Plunge Dining & Co.,Casual Dining,"['Kafe', 'Amerika', 'Australian', 'Asia', 'Desserts']",Kedoya,4.4,321 Ulasan,-6.1865180000,106.755410000,"https://www.zomato.com/id/jakarta/plunge-dining-co-kedoya
","Jl. Pesanggrahan No. 5B, Kedoya, Jakarta 11610",Rp150.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Bawa Pulang Tersedia', 'Hanya Bir', 'Parkir Gratis', 'Di dalam ruangan', 'Ruang Pribadi Tersedia', 'Brunch', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Ramah Vegetarian']"
Al-Jazeerah,Casual Dining,['Arab'],Cikini,4.3,459 Ulasan,-6.1929770000,106.840181000,"https://www.zomato.com/id/jakarta/al-jazeerah-cikini
","Jl. Raden Saleh No. 58, Cikini, Jakarta",Rp350.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
SUWON GALBI,Casual Dining,"['Korea', 'Barbekyu']",Kelapa Gading,3.1,26 Ulasan,-6.1570210000,106.900362000,"https://www.zomato.com/id/jakarta/suwon-galbi-2-kelapa-gading
","Jl. Boulevard Barat Raya, Blok LC 6 No. 58-61, Kelapa Gading, Jakarta",Rp300.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Hanya Bir', 'Parkir Valet Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Reservasi meja direkomendasikan', 'Wifi Tersedia']"
District 7 Coffee,Kafe,"['Quick Bites', 'Kopi', 'Indonesia']",Pantai Indah Kapuk,3.6,107 Ulasan,-6.1120233813,106.747061982,"https://www.zomato.com/id/jakarta/district-7-coffee-pantai-indah-kapuk
","Ruko Exclusive, Blok F No. 2, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan', 'Area Merokok']"
Remaja Kuring,Casual Dining,"['Sunda', 'Seafood']",Setu,3.4,65 Ulasan,-6.3307240000,106.684222000,"https://www.zomato.com/id/jakarta/remaja-kuring-setu-tangerang
","Jl. Raya Ciater Barat No. 27, Setu, Tangerang",Rp200.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Hanya Bir', 'Wifi Tersedia', 'Tempat duduk di luar', 'Reservasi meja direkomendasikan']"
Sensory Lab,Casual Dining,"['Kafe', 'Barat', 'Tea', 'Desserts', 'Kopi']",Pantai Indah Kapuk,4.1,406 Ulasan,-6.1090060000,106.740460000,"https://www.zomato.com/id/jakarta/sensory-lab-pantai-indah-kapuk
","PIK Avenue Mall, Lantai Ground, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta",Rp300.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Brunch', 'Wifi Tersedia']"
Dharma Kitchen,Casual Dining,"['Makanan Sehat', 'Jawa', 'Indonesia', 'Chinese', 'Barat']",Tanjung Duren,4.0,227 Ulasan,-6.1773396216,106.791418343,"https://www.zomato.com/id/jakarta/dharma-kitchen-tanjung-duren
","Central Park, Lantai 1, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",Rp120.000 untuk 2 orang (perkiraan),"['Di dalam ruangan', 'Wifi Tersedia', 'Ramah Vegetarian', 'Reservasi meja direkomendasikan']"
Zhuma,Casual Dining,"['Jepang', 'Sushi', 'Ramen']",SCBD,3.7,304 Ulasan,-6.2251318916,106.809793151,"https://www.zomato.com/id/jakarta/zhuma-scbd
","Pacific Place Mall, Lantai 5, Jl. Jenderal Sudirman, SCBD, Jakarta",Rp300.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Bawa Pulang Tersedia', 'Hanya Bir', 'Reservasi meja direkomendasikan', 'Di dalam ruangan', 'Wifi Tersedia']"
